"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Hovedstaden;2021-08-21;M;202;0;7;2570;334507;16489
Midtjylland;2021-08-21;M;50;0;2;2570;334557;16491
Nordjylland;2021-08-21;M;32;0;0;2570;334589;16491
Sjælland;2021-08-21;M;29;1;2;2571;334618;16493
Syddanmark;2021-08-21;M;44;1;2;2572;334662;16495
Hovedstaden;2021-08-22;F;290;0;6;2572;334952;16501
Midtjylland;2021-08-22;F;92;0;4;2572;335044;16505
Nordjylland;2021-08-22;F;35;0;1;2572;335079;16506
Sjælland;2021-08-22;F;37;0;1;2572;335116;16507
Syddanmark;2021-08-22;F;80;0;1;2572;335196;16508
Hovedstaden;2021-08-22;M;237;0;13;2572;335433;16521
Midtjylland;2021-08-22;M;77;0;2;2572;335510;16523
Nordjylland;2021-08-22;M;26;0;0;2572;335536;16523
Sjælland;2021-08-22;M;35;0;2;2572;335571;16525
Syddanmark;2021-08-22;M;65;0;4;2572;335636;16529
Hovedstaden;2021-08-23;F;247;2;10;2574;335883;16539
Midtjylland;2021-08-23;F;102;0;1;2574;335985;16540
Nordjylland;2021-08-23;F;26;0;0;2574;336011;16540
Sjælland;2021-08-23;F;53;0;4;2574;336064;16544
Syddanmark;2021-08-23;F;88;1;3;2575;336152;16547
Hovedstaden;2021-08-23;M;251;1;5;2576;336403;16552
Midtjylland;2021-08-23;M;101;1;5;2577;336504;16557
Nordjylland;2021-08-23;M;43;0;1;2577;336547;16558
Sjælland;2021-08-23;M;43;0;2;2577;336590;16560
Syddanmark;2021-08-23;M;81;1;2;2578;336671;16562
Hovedstaden;2021-08-24;F;314;0;14;2578;336985;16576
Midtjylland;2021-08-24;F;74;0;3;2578;337059;16579
Nordjylland;2021-08-24;F;34;0;3;2578;337093;16582
Sjælland;2021-08-24;F;43;0;1;2578;337136;16583
Syddanmark;2021-08-24;F;79;0;3;2578;337215;16586
Hovedstaden;2021-08-24;M;239;0;5;2578;337454;16591
Midtjylland;2021-08-24;M;78;0;4;2578;337532;16595
Nordjylland;2021-08-24;M;28;0;1;2578;337560;16596
Sjælland;2021-08-24;M;37;0;3;2578;337597;16599
Syddanmark;2021-08-24;M;83;0;3;2578;337680;16602
Hovedstaden;2021-08-25;F;302;0;11;2578;337982;16613
Midtjylland;2021-08-25;F;74;0;0;2578;338056;16613
Nordjylland;2021-08-25;F;25;0;1;2578;338081;16614
Sjælland;2021-08-25;F;47;0;1;2578;338128;16615
Syddanmark;2021-08-25;F;79;0;2;2578;338207;16617
Hovedstaden;2021-08-25;M;198;1;10;2579;338405;16627
Midtjylland;2021-08-25;M;74;0;1;2579;338479;16628
Nordjylland;2021-08-25;M;25;0;1;2579;338504;16629
Sjælland;2021-08-25;M;51;0;4;2579;338555;16633
Syddanmark;2021-08-25;M;71;0;2;2579;338626;16635
Hovedstaden;2021-08-26;F;244;0;6;2579;338870;16641
Midtjylland;2021-08-26;F;111;0;2;2579;338981;16643
Nordjylland;2021-08-26;F;40;0;0;2579;339021;16643
Sjælland;2021-08-26;F;39;0;2;2579;339060;16645
Syddanmark;2021-08-26;F;86;1;2;2580;339146;16647
Hovedstaden;2021-08-26;M;242;1;4;2581;339388;16651
Midtjylland;2021-08-26;M;85;0;0;2581;339473;16651
Nordjylland;2021-08-26;M;35;0;0;2581;339508;16651
Sjælland;2021-08-26;M;41;0;2;2581;339549;16653
Syddanmark;2021-08-26;M;89;0;0;2581;339638;16653
Hovedstaden;2021-08-27;F;197;0;9;2581;339835;16662
Midtjylland;2021-08-27;F;76;2;3;2583;339911;16665
Nordjylland;2021-08-27;F;14;1;1;2584;339925;16666
Sjælland;2021-08-27;F;35;0;0;2584;339960;16666
Syddanmark;2021-08-27;F;66;1;3;2585;340026;16669
Hovedstaden;2021-08-27;M;157;2;6;2587;340183;16675
Midtjylland;2021-08-27;M;66;1;4;2588;340249;16679
Nordjylland;2021-08-27;M;28;1;1;2589;340277;16680
Sjælland;2021-08-27;M;39;1;2;2590;340316;16682
Syddanmark;2021-08-27;M;54;0;3;2590;340370;16685
Hovedstaden;2021-08-28;F;197;2;3;2592;340567;16688
Midtjylland;2021-08-28;F;58;0;1;2592;340625;16689
Nordjylland;2021-08-28;F;13;0;1;2592;340638;16690
Sjælland;2021-08-28;F;38;0;2;2592;340676;16692
Syddanmark;2021-08-28;F;48;0;2;2592;340724;16694
Hovedstaden;2021-08-28;M;172;1;3;2593;340896;16697
Midtjylland;2021-08-28;M;59;0;5;2593;340955;16702
Nordjylland;2021-08-28;M;18;0;0;2593;340973;16702
Sjælland;2021-08-28;M;23;0;0;2593;340996;16702
Syddanmark;2021-08-28;M;37;0;3;2593;341033;16705
Hovedstaden;2021-08-29;F;204;0;10;2593;341237;16715
Midtjylland;2021-08-29;F;59;0;4;2593;341296;16719
Nordjylland;2021-08-29;F;24;1;1;2594;341320;16720
Sjælland;2021-08-29;F;35;0;2;2594;341355;16722
Syddanmark;2021-08-29;F;57;0;1;2594;341412;16723
Hovedstaden;2021-08-29;M;221;1;8;2595;341633;16731
Midtjylland;2021-08-29;M;63;0;1;2595;341696;16732
Nordjylland;2021-08-29;M;13;0;0;2595;341709;16732
Sjælland;2021-08-29;M;38;0;1;2595;341747;16733
Syddanmark;2021-08-29;M;53;0;2;2595;341800;16735
Hovedstaden;2021-08-30;F;240;0;9;2595;342040;16744
Midtjylland;2021-08-30;F;80;0;4;2595;342120;16748
Nordjylland;2021-08-30;F;30;1;1;2596;342150;16749
Sjælland;2021-08-30;F;45;0;1;2596;342195;16750
Syddanmark;2021-08-30;F;90;1;2;2597;342285;16752
Hovedstaden;2021-08-30;M;199;2;11;2599;342484;16763
Midtjylland;2021-08-30;M;67;0;2;2599;342551;16765
Nordjylland;2021-08-30;M;31;0;2;2599;342582;16767
Sjælland;2021-08-30;M;51;0;1;2599;342633;16768
Syddanmark;2021-08-30;M;65;0;1;2599;342698;16769
Hovedstaden;2021-08-31;F;217;1;5;2600;342915;16774
Midtjylland;2021-08-31;F;77;0;2;2600;342992;16776
Nordjylland;2021-08-31;F;32;0;1;2600;343024;16777
Sjælland;2021-08-31;F;35;1;1;2601;343059;16778
Syddanmark;2021-08-31;F;66;0;1;2601;343125;16779
Hovedstaden;2021-08-31;M;188;0;5;2601;343313;16784
Midtjylland;2021-08-31;M;71;0;0;2601;343384;16784
Nordjylland;2021-08-31;M;20;0;0;2601;343404;16784
Sjælland;2021-08-31;M;34;0;1;2601;343438;16785
Syddanmark;2021-08-31;M;64;0;0;2601;343502;16785
Hovedstaden;2021-09-01;F;210;0;7;2601;343712;16792
Midtjylland;2021-09-01;F;65;0;0;2601;343777;16792
Nordjylland;2021-09-01;F;22;0;4;2601;343799;16796
Sjælland;2021-09-01;F;41;0;0;2601;343840;16796
Syddanmark;2021-09-01;F;46;0;1;2601;343886;16797
Hovedstaden;2021-09-01;M;184;2;8;2603;344070;16805
Midtjylland;2021-09-01;M;49;0;1;2603;344119;16806
Nordjylland;2021-09-01;M;16;1;2;2604;344135;16808
Sjælland;2021-09-01;M;37;0;3;2604;344172;16811
Syddanmark;2021-09-01;M;41;0;1;2604;344213;16812
Hovedstaden;2021-09-02;F;156;0;7;2604;344369;16819
Midtjylland;2021-09-02;F;46;0;0;2604;344415;16819
Nordjylland;2021-09-02;F;19;0;4;2604;344434;16823
Sjælland;2021-09-02;F;39;1;1;2605;344473;16824
Syddanmark;2021-09-02;F;40;0;1;2605;344513;16825
Hovedstaden;2021-09-02;M;152;0;6;2605;344665;16831
Midtjylland;2021-09-02;M;36;0;2;2605;344701;16833
Nordjylland;2021-09-02;M;17;0;2;2605;344718;16835
Sjælland;2021-09-02;M;40;0;1;2605;344758;16836
Syddanmark;2021-09-02;M;36;0;0;2605;344794;16836
Hovedstaden;2021-09-03;F;131;0;5;2605;344925;16841
Midtjylland;2021-09-03;F;60;0;4;2605;344985;16845
Nordjylland;2021-09-03;F;13;0;1;2605;344998;16846
Sjælland;2021-09-03;F;23;0;1;2605;345021;16847
Syddanmark;2021-09-03;F;47;0;2;2605;345068;16849
Hovedstaden;2021-09-03;M;143;0;3;2605;345211;16852
Midtjylland;2021-09-03;M;45;1;2;2606;345256;16854
Nordjylland;2021-09-03;M;12;0;2;2606;345268;16856
Sjælland;2021-09-03;M;32;0;1;2606;345300;16857
Syddanmark;2021-09-03;M;25;0;0;2606;345325;16857
Hovedstaden;2021-09-04;F;121;1;3;2607;345446;16860
Midtjylland;2021-09-04;F;37;0;0;2607;345483;16860
Nordjylland;2021-09-04;F;9;0;1;2607;345492;16861
Sjælland;2021-09-04;F;15;0;1;2607;345507;16862
Syddanmark;2021-09-04;F;38;0;1;2607;345545;16863
Hovedstaden;2021-09-04;M;114;1;2;2608;345659;16865
Midtjylland;2021-09-04;M;37;3;5;2611;345696;16870
Nordjylland;2021-09-04;M;7;0;0;2611;345703;16870
Sjælland;2021-09-04;M;16;0;2;2611;345719;16872
Syddanmark;2021-09-04;M;22;1;1;2612;345741;16873
Hovedstaden;2021-09-05;F;144;1;5;2613;345885;16878
Midtjylland;2021-09-05;F;39;0;1;2613;345924;16879
Nordjylland;2021-09-05;F;11;0;2;2613;345935;16881
Sjælland;2021-09-05;F;23;0;1;2613;345958;16882
Syddanmark;2021-09-05;F;27;0;1;2613;345985;16883
Hovedstaden;2021-09-05;M;132;0;4;2613;346117;16887
Midtjylland;2021-09-05;M;30;0;3;2613;346147;16890
Nordjylland;2021-09-05;M;9;0;0;2613;346156;16890
Sjælland;2021-09-05;M;26;0;1;2613;346182;16891
Syddanmark;2021-09-05;M;26;0;0;2613;346208;16891
Hovedstaden;2021-09-06;F;162;1;8;2614;346370;16899
Midtjylland;2021-09-06;F;34;0;0;2614;346404;16899
Nordjylland;2021-09-06;F;16;0;0;2614;346420;16899
Sjælland;2021-09-06;F;58;0;1;2614;346478;16900
Syddanmark;2021-09-06;F;45;1;1;2615;346523;16901
Hovedstaden;2021-09-06;M;154;0;5;2615;346677;16906
Midtjylland;2021-09-06;M;32;0;0;2615;346709;16906
Nordjylland;2021-09-06;M;9;0;0;2615;346718;16906
Sjælland;2021-09-06;M;44;0;0;2615;346762;16906
Syddanmark;2021-09-06;M;31;0;0;2615;346793;16906
Hovedstaden;2021-09-07;F;175;3;12;2618;346968;16918
Midtjylland;2021-09-07;F;49;2;3;2620;347017;16921
Nordjylland;2021-09-07;F;11;0;1;2620;347028;16922
Sjælland;2021-09-07;F;46;0;3;2620;347074;16925
Syddanmark;2021-09-07;F;47;0;0;2620;347121;16925
Hovedstaden;2021-09-07;M;144;0;2;2620;347265;16927
Midtjylland;2021-09-07;M;50;1;2;2621;347315;16929
Nordjylland;2021-09-07;M;5;0;0;2621;347320;16929
Sjælland;2021-09-07;M;46;0;1;2621;347366;16930
Syddanmark;2021-09-07;M;35;0;1;2621;347401;16931
Hovedstaden;2021-09-08;F;133;0;3;2621;347534;16934
Midtjylland;2021-09-08;F;42;2;4;2623;347576;16938
Nordjylland;2021-09-08;F;13;0;0;2623;347589;16938
Sjælland;2021-09-08;F;32;0;0;2623;347621;16938
Syddanmark;2021-09-08;F;27;0;0;2623;347648;16938
Hovedstaden;2021-09-08;M;134;0;5;2623;347782;16943
Midtjylland;2021-09-08;M;32;0;1;2623;347814;16944
Nordjylland;2021-09-08;M;15;0;0;2623;347829;16944
Sjælland;2021-09-08;M;33;1;4;2624;347862;16948
Syddanmark;2021-09-08;M;32;0;1;2624;347894;16949
Hovedstaden;2021-09-09;F;113;0;2;2624;348007;16951
Midtjylland;2021-09-09;F;54;0;0;2624;348061;16951
Nordjylland;2021-09-09;F;17;0;0;2624;348078;16951
Sjælland;2021-09-09;F;40;0;3;2624;348118;16954
Syddanmark;2021-09-09;F;36;0;2;2624;348154;16956
Hovedstaden;2021-09-09;M;96;0;3;2624;348250;16959
Midtjylland;2021-09-09;M;37;0;2;2624;348287;16961
Nordjylland;2021-09-09;M;11;0;1;2624;348298;16962
Sjælland;2021-09-09;M;48;1;3;2625;348346;16965
Syddanmark;2021-09-09;M;33;0;0;2625;348379;16965
Hovedstaden;2021-09-10;F;84;0;1;2625;348463;16966
Midtjylland;2021-09-10;F;35;0;2;2625;348498;16968
Nordjylland;2021-09-10;F;8;0;0;2625;348506;16968
Sjælland;2021-09-10;F;33;0;2;2625;348539;16970
Syddanmark;2021-09-10;F;34;1;1;2626;348573;16971
Hovedstaden;2021-09-10;M;89;2;3;2628;348662;16974
Midtjylland;2021-09-10;M;33;0;2;2628;348695;16976
Nordjylland;2021-09-10;M;9;0;0;2628;348704;16976
Sjælland;2021-09-10;M;29;1;1;2629;348733;16977
Syddanmark;2021-09-10;M;23;0;1;2629;348756;16978
Hovedstaden;2021-09-11;F;92;1;3;2630;348848;16981
Midtjylland;2021-09-11;F;28;0;1;2630;348876;16982
Nordjylland;2021-09-11;F;7;0;0;2630;348883;16982
Sjælland;2021-09-11;F;24;0;0;2630;348907;16982
Syddanmark;2021-09-11;F;14;0;0;2630;348921;16982
Hovedstaden;2021-09-11;M;74;0;4;2630;348995;16986
Midtjylland;2021-09-11;M;26;0;2;2630;349021;16988
Nordjylland;2021-09-11;M;3;0;0;2630;349024;16988
Sjælland;2021-09-11;M;18;0;2;2630;349042;16990
Syddanmark;2021-09-11;M;18;0;0;2630;349060;16990
Hovedstaden;2021-09-12;F;89;1;2;2631;349149;16992
Midtjylland;2021-09-12;F;23;0;0;2631;349172;16992
Nordjylland;2021-09-12;F;9;0;0;2631;349181;16992
Sjælland;2021-09-12;F;21;0;0;2631;349202;16992
Syddanmark;2021-09-12;F;13;0;0;2631;349215;16992
Hovedstaden;2021-09-12;M;101;0;1;2631;349316;16993
Midtjylland;2021-09-12;M;19;1;2;2632;349335;16995
Nordjylland;2021-09-12;M;10;0;1;2632;349345;16996
Sjælland;2021-09-12;M;29;0;1;2632;349374;16997
Syddanmark;2021-09-12;M;14;0;1;2632;349388;16998
Hovedstaden;2021-09-13;F;91;0;5;2632;349479;17003
Midtjylland;2021-09-13;F;29;0;1;2632;349508;17004
Nordjylland;2021-09-13;F;17;0;1;2632;349525;17005
Sjælland;2021-09-13;F;35;0;2;2632;349560;17007
Syddanmark;2021-09-13;F;22;0;0;2632;349582;17007
Hovedstaden;2021-09-13;M;102;1;1;2633;349684;17008
Midtjylland;2021-09-13;M;33;0;1;2633;349717;17009
Nordjylland;2021-09-13;M;21;0;3;2633;349738;17012
Sjælland;2021-09-13;M;30;0;2;2633;349768;17014
Syddanmark;2021-09-13;M;25;0;0;2633;349793;17014
Hovedstaden;2021-09-14;F;82;1;0;2634;349875;17014
Midtjylland;2021-09-14;F;21;1;1;2635;349896;17015
Nordjylland;2021-09-14;F;14;0;0;2635;349910;17015
Sjælland;2021-09-14;F;28;0;2;2635;349938;17017
Syddanmark;2021-09-14;F;20;0;0;2635;349958;17017
Hovedstaden;2021-09-14;M;98;0;1;2635;350056;17018
Midtjylland;2021-09-14;M;26;0;0;2635;350082;17018
Nordjylland;2021-09-14;M;9;0;0;2635;350091;17018
Sjælland;2021-09-14;M;15;0;0;2635;350106;17018
Syddanmark;2021-09-14;M;30;0;0;2635;350136;17018
Hovedstaden;2021-09-15;F;86;0;4;2635;350222;17022
Midtjylland;2021-09-15;F;29;0;0;2635;350251;17022
Nordjylland;2021-09-15;F;17;0;1;2635;350268;17023
Sjælland;2021-09-15;F;20;0;0;2635;350288;17023
Syddanmark;2021-09-15;F;22;0;0;2635;350310;17023
Hovedstaden;2021-09-15;M;68;0;2;2635;350378;17025
Midtjylland;2021-09-15;M;25;0;0;2635;350403;17025
Nordjylland;2021-09-15;M;10;0;1;2635;350413;17026
Sjælland;2021-09-15;M;20;0;0;2635;350433;17026
Syddanmark;2021-09-15;M;18;1;3;2636;350451;17029
Hovedstaden;2021-09-16;F;71;0;3;2636;350522;17032
Midtjylland;2021-09-16;F;25;0;1;2636;350547;17033
Nordjylland;2021-09-16;F;13;0;0;2636;350560;17033
Sjælland;2021-09-16;F;18;0;1;2636;350578;17034
Syddanmark;2021-09-16;F;29;0;0;2636;350607;17034
Hovedstaden;2021-09-16;M;70;0;2;2636;350677;17036
Midtjylland;2021-09-16;M;18;0;1;2636;350695;17037
Nordjylland;2021-09-16;M;10;0;0;2636;350705;17037
Sjælland;2021-09-16;M;18;0;2;2636;350723;17039
Syddanmark;2021-09-16;M;30;0;0;2636;350753;17039
Hovedstaden;2021-09-17;F;64;0;4;2636;350817;17043
Midtjylland;2021-09-17;F;22;0;0;2636;350839;17043
Nordjylland;2021-09-17;F;6;1;1;2637;350845;17044
Sjælland;2021-09-17;F;15;0;2;2637;350860;17046
Syddanmark;2021-09-17;F;40;1;0;2638;350900;17046
Hovedstaden;2021-09-17;M;81;0;2;2638;350981;17048
Midtjylland;2021-09-17;M;24;0;0;2638;351005;17048
Nordjylland;2021-09-17;M;9;0;0;2638;351014;17048
Sjælland;2021-09-17;M;21;0;0;2638;351035;17048
Syddanmark;2021-09-17;M;27;0;1;2638;351062;17049
Hovedstaden;2021-09-18;F;49;0;1;2638;351111;17050
Midtjylland;2021-09-18;F;30;0;0;2638;351141;17050
Nordjylland;2021-09-18;F;7;0;1;2638;351148;17051
Sjælland;2021-09-18;F;17;1;2;2639;351165;17053
Syddanmark;2021-09-18;F;16;0;3;2639;351181;17056
Hovedstaden;2021-09-18;M;41;1;1;2640;351222;17057
Midtjylland;2021-09-18;M;14;0;0;2640;351236;17057
Nordjylland;2021-09-18;M;3;0;1;2640;351239;17058
Sjælland;2021-09-18;M;14;1;1;2641;351253;17059
Syddanmark;2021-09-18;M;15;0;1;2641;351268;17060
Hovedstaden;2021-09-19;F;65;0;4;2641;351333;17064
Midtjylland;2021-09-19;F;31;1;1;2642;351364;17065
Nordjylland;2021-09-19;F;8;0;0;2642;351372;17065
Sjælland;2021-09-19;F;11;0;1;2642;351383;17066
Syddanmark;2021-09-19;F;25;0;2;2642;351408;17068
Hovedstaden;2021-09-19;M;57;0;3;2642;351465;17071
Midtjylland;2021-09-19;M;22;0;0;2642;351487;17071
Nordjylland;2021-09-19;M;9;0;0;2642;351496;17071
Sjælland;2021-09-19;M;12;0;0;2642;351508;17071
Syddanmark;2021-09-19;M;29;0;1;2642;351537;17072
Hovedstaden;2021-09-20;F;67;0;1;2642;351604;17073
Midtjylland;2021-09-20;F;31;0;2;2642;351635;17075
Nordjylland;2021-09-20;F;12;0;0;2642;351647;17075
Sjælland;2021-09-20;F;40;0;1;2642;351687;17076
Syddanmark;2021-09-20;F;37;0;1;2642;351724;17077
Hovedstaden;2021-09-20;M;75;0;4;2642;351799;17081
Midtjylland;2021-09-20;M;30;0;1;2642;351829;17082
Nordjylland;2021-09-20;M;18;0;2;2642;351847;17084
Sjælland;2021-09-20;M;33;0;1;2642;351880;17085
Syddanmark;2021-09-20;M;35;1;2;2643;351915;17087
Hovedstaden;2021-09-21;F;79;1;3;2644;351994;17090
Midtjylland;2021-09-21;F;27;0;0;2644;352021;17090
Nordjylland;2021-09-21;F;13;0;0;2644;352034;17090
Sjælland;2021-09-21;F;30;0;1;2644;352064;17091
Syddanmark;2021-09-21;F;37;0;3;2644;352101;17094
Hovedstaden;2021-09-21;M;44;0;0;2644;352145;17094
Midtjylland;2021-09-21;M;34;0;2;2644;352179;17096
Nordjylland;2021-09-21;M;16;0;2;2644;352195;17098
Sjælland;2021-09-21;M;28;0;0;2644;352223;17098
Syddanmark;2021-09-21;M;31;0;1;2644;352254;17099
Hovedstaden;2021-09-22;F;77;1;2;2645;352331;17101
Midtjylland;2021-09-22;F;32;0;1;2645;352363;17102
Nordjylland;2021-09-22;F;30;0;1;2645;352393;17103
Sjælland;2021-09-22;F;27;0;1;2645;352420;17104
Syddanmark;2021-09-22;F;30;4;0;2649;352450;17104
Hovedstaden;2021-09-22;M;61;0;3;2649;352511;17107
Midtjylland;2021-09-22;M;32;0;0;2649;352543;17107
Nordjylland;2021-09-22;M;24;0;1;2649;352567;17108
Sjælland;2021-09-22;M;23;1;3;2650;352590;17111
Syddanmark;2021-09-22;M;20;0;1;2650;352610;17112
Hovedstaden;2021-09-23;F;68;0;1;2650;352678;17113
Midtjylland;2021-09-23;F;31;0;0;2650;352709;17113
Nordjylland;2021-09-23;F;28;0;0;2650;352737;17113
Sjælland;2021-09-23;F;29;0;0;2650;352766;17113
Syddanmark;2021-09-23;F;28;0;2;2650;352794;17115
Hovedstaden;2021-09-23;M;75;0;4;2650;352869;17119
Midtjylland;2021-09-23;M;27;0;0;2650;352896;17119
Nordjylland;2021-09-23;M;29;0;1;2650;352925;17120
Sjælland;2021-09-23;M;25;0;2;2650;352950;17122
Syddanmark;2021-09-23;M;27;0;2;2650;352977;17124
Hovedstaden;2021-09-24;F;80;0;3;2650;353057;17127
Midtjylland;2021-09-24;F;17;0;2;2650;353074;17129
Nordjylland;2021-09-24;F;25;0;0;2650;353099;17129
Sjælland;2021-09-24;F;33;0;3;2650;353132;17132
Syddanmark;2021-09-24;F;33;0;1;2650;353165;17133
Hovedstaden;2021-09-24;M;62;0;3;2650;353227;17136
Midtjylland;2021-09-24;M;26;1;0;2651;353253;17136
Nordjylland;2021-09-24;M;17;0;1;2651;353270;17137
Sjælland;2021-09-24;M;25;0;3;2651;353295;17140
Syddanmark;2021-09-24;M;31;0;0;2651;353326;17140
Hovedstaden;2021-09-25;F;92;0;2;2651;353418;17142
Midtjylland;2021-09-25;F;15;0;0;2651;353433;17142
Nordjylland;2021-09-25;F;16;1;1;2652;353449;17143
Sjælland;2021-09-25;F;33;0;1;2652;353482;17144
Syddanmark;2021-09-25;F;19;0;0;2652;353501;17144
Hovedstaden;2021-09-25;M;81;0;6;2652;353582;17150
Midtjylland;2021-09-25;M;14;0;0;2652;353596;17150
Nordjylland;2021-09-25;M;12;0;1;2652;353608;17151
Sjælland;2021-09-25;M;25;0;1;2652;353633;17152
Syddanmark;2021-09-25;M;26;1;2;2653;353659;17154
Hovedstaden;2021-09-26;F;80;0;2;2653;353739;17156
Midtjylland;2021-09-26;F;12;0;1;2653;353751;17157
Nordjylland;2021-09-26;F;27;0;0;2653;353778;17157
Sjælland;2021-09-26;F;27;2;2;2655;353805;17159
Syddanmark;2021-09-26;F;32;1;3;2656;353837;17162
Hovedstaden;2021-09-26;M;90;0;6;2656;353927;17168
Midtjylland;2021-09-26;M;15;0;0;2656;353942;17168
Nordjylland;2021-09-26;M;20;1;0;2657;353962;17168
Sjælland;2021-09-26;M;22;0;2;2657;353984;17170
Syddanmark;2021-09-26;M;26;0;0;2657;354010;17170
Hovedstaden;2021-09-27;F;119;0;3;2657;354129;17173
Midtjylland;2021-09-27;F;23;0;0;2657;354152;17173
Nordjylland;2021-09-27;F;24;0;1;2657;354176;17174
Sjælland;2021-09-27;F;59;0;1;2657;354235;17175
Syddanmark;2021-09-27;F;35;0;0;2657;354270;17175
Hovedstaden;2021-09-27;M;118;0;2;2657;354388;17177
Midtjylland;2021-09-27;M;24;1;1;2658;354412;17178
Nordjylland;2021-09-27;M;20;0;1;2658;354432;17179
Sjælland;2021-09-27;M;29;0;0;2658;354461;17179
Syddanmark;2021-09-27;M;31;0;1;2658;354492;17180
Hovedstaden;2021-09-28;F;151;0;2;2658;354643;17182
Midtjylland;2021-09-28;F;44;0;1;2658;354687;17183
Nordjylland;2021-09-28;F;19;1;1;2659;354706;17184
Sjælland;2021-09-28;F;37;0;3;2659;354743;17187
Syddanmark;2021-09-28;F;37;0;0;2659;354780;17187
Hovedstaden;2021-09-28;M;122;0;6;2659;354902;17193
Midtjylland;2021-09-28;M;30;0;1;2659;354932;17194
Nordjylland;2021-09-28;M;21;0;0;2659;354953;17194
Sjælland;2021-09-28;M;18;0;1;2659;354971;17195
Syddanmark;2021-09-28;M;49;1;3;2660;355020;17198
Hovedstaden;2021-09-29;F;114;0;4;2660;355134;17202
Midtjylland;2021-09-29;F;22;0;1;2660;355156;17203
Nordjylland;2021-09-29;F;16;0;0;2660;355172;17203
Sjælland;2021-09-29;F;26;0;1;2660;355198;17204
Syddanmark;2021-09-29;F;25;0;0;2660;355223;17204
Hovedstaden;2021-09-29;M;117;0;3;2660;355340;17207
Midtjylland;2021-09-29;M;28;0;1;2660;355368;17208
Nordjylland;2021-09-29;M;10;0;1;2660;355378;17209
Sjælland;2021-09-29;M;17;0;0;2660;355395;17209
Syddanmark;2021-09-29;M;32;0;0;2660;355427;17209
Hovedstaden;2021-09-30;F;113;0;1;2660;355540;17210
Midtjylland;2021-09-30;F;30;0;0;2660;355570;17210
Nordjylland;2021-09-30;F;17;0;1;2660;355587;17211
Sjælland;2021-09-30;F;32;0;2;2660;355619;17213
Syddanmark;2021-09-30;F;34;0;2;2660;355653;17215
Hovedstaden;2021-09-30;M;104;0;5;2660;355757;17220
Midtjylland;2021-09-30;M;14;0;1;2660;355771;17221
Nordjylland;2021-09-30;M;14;0;0;2660;355785;17221
Sjælland;2021-09-30;M;30;0;2;2660;355815;17223
Syddanmark;2021-09-30;M;53;1;3;2661;355868;17226
Hovedstaden;2021-10-01;F;108;0;4;2661;355976;17230
Midtjylland;2021-10-01;F;19;0;0;2661;355995;17230
Nordjylland;2021-10-01;F;8;0;0;2661;356003;17230
Sjælland;2021-10-01;F;32;0;1;2661;356035;17231
Syddanmark;2021-10-01;F;26;0;2;2661;356061;17233
Hovedstaden;2021-10-01;M;111;0;5;2661;356172;17238
Midtjylland;2021-10-01;M;17;0;2;2661;356189;17240
Nordjylland;2021-10-01;M;7;0;0;2661;356196;17240
Sjælland;2021-10-01;M;34;0;0;2661;356230;17240
Syddanmark;2021-10-01;M;32;0;0;2661;356262;17240
Hovedstaden;2021-10-02;F;88;0;1;2661;356350;17241
Midtjylland;2021-10-02;F;31;0;0;2661;356381;17241
Nordjylland;2021-10-02;F;10;0;0;2661;356391;17241
Sjælland;2021-10-02;F;32;0;0;2661;356423;17241
Syddanmark;2021-10-02;F;19;0;1;2661;356442;17242
Hovedstaden;2021-10-02;M;77;0;4;2661;356519;17246
Midtjylland;2021-10-02;M;15;0;0;2661;356534;17246
Nordjylland;2021-10-02;M;11;0;0;2661;356545;17246
Sjælland;2021-10-02;M;19;0;0;2661;356564;17246
Syddanmark;2021-10-02;M;21;0;1;2661;356585;17247
Hovedstaden;2021-10-03;F;113;0;4;2661;356698;17251
Midtjylland;2021-10-03;F;27;0;0;2661;356725;17251
Nordjylland;2021-10-03;F;10;0;0;2661;356735;17251
Sjælland;2021-10-03;F;16;0;0;2661;356751;17251
Syddanmark;2021-10-03;F;22;0;0;2661;356773;17251
Hovedstaden;2021-10-03;M;126;0;3;2661;356899;17254
Midtjylland;2021-10-03;M;32;0;2;2661;356931;17256
Nordjylland;2021-10-03;M;9;0;0;2661;356940;17256
Sjælland;2021-10-03;M;28;0;2;2661;356968;17258
Syddanmark;2021-10-03;M;21;0;0;2661;356989;17258
Hovedstaden;2021-10-04;F;146;0;5;2661;357135;17263
Midtjylland;2021-10-04;F;27;0;0;2661;357162;17263
Nordjylland;2021-10-04;F;19;0;1;2661;357181;17264
Sjælland;2021-10-04;F;49;0;3;2661;357230;17267
Syddanmark;2021-10-04;F;52;0;2;2661;357282;17269
Hovedstaden;2021-10-04;M;110;1;5;2662;357392;17274
Midtjylland;2021-10-04;M;41;0;0;2662;357433;17274
Nordjylland;2021-10-04;M;15;0;0;2662;357448;17274
Sjælland;2021-10-04;M;39;0;1;2662;357487;17275
Syddanmark;2021-10-04;M;48;0;0;2662;357535;17275
Hovedstaden;2021-10-05;F;143;0;6;2662;357678;17281
Midtjylland;2021-10-05;F;29;0;0;2662;357707;17281
Nordjylland;2021-10-05;F;13;0;0;2662;357720;17281
