"Kommune";"Kommunenavn";"Dato";"Bekræftede tilfælde"
201;Allerød;2021-12-14;54
210;Fredensborg;2021-12-14;89
217;Helsingør;2021-12-14;106
219;Hillerød;2021-12-14;127
223;Hørsholm;2021-12-14;71
230;Rudersdal;2021-12-14;136
240;Egedal;2021-12-14;143
250;Frederikssund;2021-12-14;88
253;Greve;2021-12-14;125
259;Køge;2021-12-14;143
260;Halsnæs;2021-12-14;42
265;Roskilde;2021-12-14;205
269;Solrød;2021-12-14;64
270;Gribskov;2021-12-14;68
306;Odsherred;2021-12-14;51
316;Holbæk;2021-12-14;154
320;Faxe;2021-12-14;68
326;Kalundborg;2021-12-14;97
329;Ringsted;2021-12-14;100
330;Slagelse;2021-12-14;152
336;Stevns;2021-12-14;32
340;Sorø;2021-12-14;37
350;Lejre;2021-12-14;66
360;Lolland;2021-12-14;83
370;Næstved;2021-12-14;201
376;Guldborgsund;2021-12-14;52
390;Vordingborg;2021-12-14;73
400;Bornholm;2021-12-14;54
410;Middelfart;2021-12-14;49
420;Assens;2021-12-14;32
430;Faaborg-Midtfyn;2021-12-14;76
440;Kerteminde;2021-12-14;34
450;Nyborg;2021-12-14;46
461;Odense;2021-12-14;259
479;Svendborg;2021-12-14;87
480;Nordfyn;2021-12-14;54
482;Langeland;2021-12-14;11
492;Ærø;2021-12-14;2
510;Haderslev;2021-12-14;48
530;Billund;2021-12-14;34
540;Sønderborg;2021-12-14;80
550;Tønder;2021-12-14;38
561;Esbjerg;2021-12-14;220
573;Varde;2021-12-14;61
575;Vejen;2021-12-14;32
580;Aabenraa;2021-12-14;61
607;Fredericia;2021-12-14;75
615;Horsens;2021-12-14;153
621;Kolding;2021-12-14;129
630;Vejle;2021-12-14;119
657;Herning;2021-12-14;111
661;Holstebro;2021-12-14;63
665;Lemvig;2021-12-14;29
671;Struer;2021-12-14;19
706;Syddjurs;2021-12-14;44
707;Norddjurs;2021-12-14;23
710;Favrskov;2021-12-14;54
727;Odder;2021-12-14;42
730;Randers;2021-12-14;85
740;Silkeborg;2021-12-14;119
741;Samsø;2021-12-14;1
746;Skanderborg;2021-12-14;82
751;Århus;2021-12-14;366
756;Ikast-Brande;2021-12-14;68
760;Ringkøbing-Skjern;2021-12-14;58
766;Hedensted;2021-12-14;55
773;Morsø;2021-12-14;30
779;Skive;2021-12-14;124
787;Thisted;2021-12-14;22
791;Viborg;2021-12-14;258
810;Brønderslev;2021-12-14;27
813;Frederikshavn;2021-12-14;77
820;Vesthimmerland;2021-12-14;29
840;Rebild;2021-12-14;57
846;Mariagerfjord;2021-12-14;41
849;Jammerbugt;2021-12-14;36
851;Aalborg;2021-12-14;257
860;Hjørring;2021-12-14;94
101;København;2021-12-15;2495
147;Frederiksberg;2021-12-15;423
151;Ballerup;2021-12-15;123
153;Brøndby;2021-12-15;68
155;Dragør;2021-12-15;38
157;Gentofte;2021-12-15;260
159;Gladsaxe;2021-12-15;182
161;Glostrup;2021-12-15;59
163;Herlev;2021-12-15;79
165;Albertslund;2021-12-15;44
167;Hvidovre;2021-12-15;154
169;Høje Tåstrup;2021-12-15;100
173;Lyngby-Taarbæk;2021-12-15;136
175;Rødovre;2021-12-15;133
183;Ishøj;2021-12-15;39
185;Tårnby;2021-12-15;117
187;Vallensbæk;2021-12-15;33
190;Furesø;2021-12-15;89
201;Allerød;2021-12-15;53
210;Fredensborg;2021-12-15;91
217;Helsingør;2021-12-15;126
219;Hillerød;2021-12-15;136
223;Hørsholm;2021-12-15;83
230;Rudersdal;2021-12-15;123
240;Egedal;2021-12-15;135
250;Frederikssund;2021-12-15;104
253;Greve;2021-12-15;114
259;Køge;2021-12-15;117
260;Halsnæs;2021-12-15;61
265;Roskilde;2021-12-15;220
269;Solrød;2021-12-15;53
270;Gribskov;2021-12-15;63
306;Odsherred;2021-12-15;33
316;Holbæk;2021-12-15;98
320;Faxe;2021-12-15;40
326;Kalundborg;2021-12-15;61
329;Ringsted;2021-12-15;38
330;Slagelse;2021-12-15;126
336;Stevns;2021-12-15;15
340;Sorø;2021-12-15;25
350;Lejre;2021-12-15;46
360;Lolland;2021-12-15;45
370;Næstved;2021-12-15;197
376;Guldborgsund;2021-12-15;58
390;Vordingborg;2021-12-15;30
400;Bornholm;2021-12-15;74
410;Middelfart;2021-12-15;65
420;Assens;2021-12-15;33
430;Faaborg-Midtfyn;2021-12-15;64
440;Kerteminde;2021-12-15;40
450;Nyborg;2021-12-15;23
461;Odense;2021-12-15;262
479;Svendborg;2021-12-15;82
480;Nordfyn;2021-12-15;18
482;Langeland;2021-12-15;14
492;Ærø;2021-12-15;4
510;Haderslev;2021-12-15;51
530;Billund;2021-12-15;33
540;Sønderborg;2021-12-15;86
550;Tønder;2021-12-15;34
561;Esbjerg;2021-12-15;159
563;Fanø;2021-12-15;2
573;Varde;2021-12-15;29
575;Vejen;2021-12-15;62
580;Aabenraa;2021-12-15;47
607;Fredericia;2021-12-15;82
615;Horsens;2021-12-15;143
621;Kolding;2021-12-15;81
630;Vejle;2021-12-15;117
657;Herning;2021-12-15;115
661;Holstebro;2021-12-15;54
665;Lemvig;2021-12-15;36
671;Struer;2021-12-15;15
706;Syddjurs;2021-12-15;39
707;Norddjurs;2021-12-15;18
710;Favrskov;2021-12-15;46
727;Odder;2021-12-15;62
730;Randers;2021-12-15;87
740;Silkeborg;2021-12-15;111
746;Skanderborg;2021-12-15;88
751;Århus;2021-12-15;405
756;Ikast-Brande;2021-12-15;56
760;Ringkøbing-Skjern;2021-12-15;81
766;Hedensted;2021-12-15;48
773;Morsø;2021-12-15;22
779;Skive;2021-12-15;113
787;Thisted;2021-12-15;39
791;Viborg;2021-12-15;258
810;Brønderslev;2021-12-15;36
813;Frederikshavn;2021-12-15;91
820;Vesthimmerland;2021-12-15;68
840;Rebild;2021-12-15;41
846;Mariagerfjord;2021-12-15;34
849;Jammerbugt;2021-12-15;40
851;Aalborg;2021-12-15;245
860;Hjørring;2021-12-15;58
101;København;2021-12-16;2119
147;Frederiksberg;2021-12-16;333
151;Ballerup;2021-12-16;93
153;Brøndby;2021-12-16;75
155;Dragør;2021-12-16;49
157;Gentofte;2021-12-16;226
159;Gladsaxe;2021-12-16;141
161;Glostrup;2021-12-16;68
163;Herlev;2021-12-16;71
165;Albertslund;2021-12-16;55
167;Hvidovre;2021-12-16;122
169;Høje Tåstrup;2021-12-16;131
173;Lyngby-Taarbæk;2021-12-16;163
175;Rødovre;2021-12-16;112
183;Ishøj;2021-12-16;41
185;Tårnby;2021-12-16;114
187;Vallensbæk;2021-12-16;22
190;Furesø;2021-12-16;68
201;Allerød;2021-12-16;56
210;Fredensborg;2021-12-16;70
217;Helsingør;2021-12-16;108
219;Hillerød;2021-12-16;121
223;Hørsholm;2021-12-16;67
230;Rudersdal;2021-12-16;130
240;Egedal;2021-12-16;97
250;Frederikssund;2021-12-16;91
253;Greve;2021-12-16;117
259;Køge;2021-12-16;115
260;Halsnæs;2021-12-16;40
265;Roskilde;2021-12-16;195
269;Solrød;2021-12-16;47
270;Gribskov;2021-12-16;81
306;Odsherred;2021-12-16;54
316;Holbæk;2021-12-16;129
320;Faxe;2021-12-16;52
326;Kalundborg;2021-12-16;81
329;Ringsted;2021-12-16;98
330;Slagelse;2021-12-16;117
336;Stevns;2021-12-16;37
340;Sorø;2021-12-16;47
350;Lejre;2021-12-16;42
360;Lolland;2021-12-16;56
370;Næstved;2021-12-16;189
376;Guldborgsund;2021-12-16;57
390;Vordingborg;2021-12-16;90
400;Bornholm;2021-12-16;74
410;Middelfart;2021-12-16;40
420;Assens;2021-12-16;31
430;Faaborg-Midtfyn;2021-12-16;48
440;Kerteminde;2021-12-16;22
450;Nyborg;2021-12-16;30
461;Odense;2021-12-16;268
479;Svendborg;2021-12-16;63
480;Nordfyn;2021-12-16;26
482;Langeland;2021-12-16;24
492;Ærø;2021-12-16;2
510;Haderslev;2021-12-16;49
530;Billund;2021-12-16;31
540;Sønderborg;2021-12-16;82
550;Tønder;2021-12-16;40
561;Esbjerg;2021-12-16;209
573;Varde;2021-12-16;58
575;Vejen;2021-12-16;32
580;Aabenraa;2021-12-16;41
607;Fredericia;2021-12-16;87
615;Horsens;2021-12-16;139
621;Kolding;2021-12-16;95
630;Vejle;2021-12-16;113
657;Herning;2021-12-16;112
661;Holstebro;2021-12-16;42
665;Lemvig;2021-12-16;29
671;Struer;2021-12-16;14
706;Syddjurs;2021-12-16;37
707;Norddjurs;2021-12-16;30
710;Favrskov;2021-12-16;49
727;Odder;2021-12-16;72
730;Randers;2021-12-16;74
740;Silkeborg;2021-12-16;119
741;Samsø;2021-12-16;1
746;Skanderborg;2021-12-16;81
751;Århus;2021-12-16;392
756;Ikast-Brande;2021-12-16;70
760;Ringkøbing-Skjern;2021-12-16;76
766;Hedensted;2021-12-16;44
773;Morsø;2021-12-16;22
779;Skive;2021-12-16;91
787;Thisted;2021-12-16;38
791;Viborg;2021-12-16;234
810;Brønderslev;2021-12-16;29
813;Frederikshavn;2021-12-16;46
820;Vesthimmerland;2021-12-16;51
825;Læsø;2021-12-16;1
840;Rebild;2021-12-16;22
846;Mariagerfjord;2021-12-16;33
849;Jammerbugt;2021-12-16;35
851;Aalborg;2021-12-16;268
860;Hjørring;2021-12-16;68
101;København;2021-12-17;2153
147;Frederiksberg;2021-12-17;398
151;Ballerup;2021-12-17;132
153;Brøndby;2021-12-17;70
155;Dragør;2021-12-17;61
157;Gentofte;2021-12-17;240
159;Gladsaxe;2021-12-17;169
161;Glostrup;2021-12-17;73
163;Herlev;2021-12-17;81
165;Albertslund;2021-12-17;71
167;Hvidovre;2021-12-17;132
169;Høje Tåstrup;2021-12-17;110
173;Lyngby-Taarbæk;2021-12-17;175
175;Rødovre;2021-12-17;103
183;Ishøj;2021-12-17;51
185;Tårnby;2021-12-17;145
187;Vallensbæk;2021-12-17;37
190;Furesø;2021-12-17;106
201;Allerød;2021-12-17;56
210;Fredensborg;2021-12-17;88
217;Helsingør;2021-12-17;119
219;Hillerød;2021-12-17;131
223;Hørsholm;2021-12-17;85
230;Rudersdal;2021-12-17;145
240;Egedal;2021-12-17;155
250;Frederikssund;2021-12-17;104
253;Greve;2021-12-17;135
259;Køge;2021-12-17;125
260;Halsnæs;2021-12-17;43
265;Roskilde;2021-12-17;191
269;Solrød;2021-12-17;60
270;Gribskov;2021-12-17;60
306;Odsherred;2021-12-17;40
316;Holbæk;2021-12-17;124
320;Faxe;2021-12-17;65
326;Kalundborg;2021-12-17;62
329;Ringsted;2021-12-17;74
330;Slagelse;2021-12-17;103
336;Stevns;2021-12-17;45
340;Sorø;2021-12-17;40
350;Lejre;2021-12-17;67
360;Lolland;2021-12-17;58
370;Næstved;2021-12-17;140
376;Guldborgsund;2021-12-17;47
390;Vordingborg;2021-12-17;56
400;Bornholm;2021-12-17;44
410;Middelfart;2021-12-17;53
420;Assens;2021-12-17;23
430;Faaborg-Midtfyn;2021-12-17;96
440;Kerteminde;2021-12-17;26
450;Nyborg;2021-12-17;57
461;Odense;2021-12-17;235
479;Svendborg;2021-12-17;75
480;Nordfyn;2021-12-17;64
482;Langeland;2021-12-17;8
492;Ærø;2021-12-17;5
510;Haderslev;2021-12-17;44
530;Billund;2021-12-17;40
540;Sønderborg;2021-12-17;122
550;Tønder;2021-12-17;29
561;Esbjerg;2021-12-17;154
563;Fanø;2021-12-17;1
573;Varde;2021-12-17;60
575;Vejen;2021-12-17;58
580;Aabenraa;2021-12-17;45
607;Fredericia;2021-12-17;45
615;Horsens;2021-12-17;148
621;Kolding;2021-12-17;109
630;Vejle;2021-12-17;121
657;Herning;2021-12-17;118
661;Holstebro;2021-12-17;63
665;Lemvig;2021-12-17;26
671;Struer;2021-12-17;21
706;Syddjurs;2021-12-17;36
707;Norddjurs;2021-12-17;24
710;Favrskov;2021-12-17;43
727;Odder;2021-12-17;58
730;Randers;2021-12-17;93
740;Silkeborg;2021-12-17;126
746;Skanderborg;2021-12-17;69
751;Århus;2021-12-17;441
756;Ikast-Brande;2021-12-17;52
760;Ringkøbing-Skjern;2021-12-17;72
766;Hedensted;2021-12-17;45
773;Morsø;2021-12-17;27
779;Skive;2021-12-17;110
787;Thisted;2021-12-17;24
791;Viborg;2021-12-17;232
810;Brønderslev;2021-12-17;31
813;Frederikshavn;2021-12-17;65
820;Vesthimmerland;2021-12-17;54
840;Rebild;2021-12-17;32
846;Mariagerfjord;2021-12-17;51
849;Jammerbugt;2021-12-17;33
851;Aalborg;2021-12-17;240
860;Hjørring;2021-12-17;41
101;København;2021-12-18;2028
147;Frederiksberg;2021-12-18;346
151;Ballerup;2021-12-18;102
153;Brøndby;2021-12-18;78
155;Dragør;2021-12-18;45
157;Gentofte;2021-12-18;212
159;Gladsaxe;2021-12-18;153
161;Glostrup;2021-12-18;64
163;Herlev;2021-12-18;80
165;Albertslund;2021-12-18;45
167;Hvidovre;2021-12-18;153
169;Høje Tåstrup;2021-12-18;103
173;Lyngby-Taarbæk;2021-12-18;153
175;Rødovre;2021-12-18;119
183;Ishøj;2021-12-18;22
185;Tårnby;2021-12-18;114
187;Vallensbæk;2021-12-18;39
190;Furesø;2021-12-18;98
201;Allerød;2021-12-18;73
210;Fredensborg;2021-12-18;113
217;Helsingør;2021-12-18;122
219;Hillerød;2021-12-18;126
223;Hørsholm;2021-12-18;86
230;Rudersdal;2021-12-18;110
240;Egedal;2021-12-18;103
250;Frederikssund;2021-12-18;98
253;Greve;2021-12-18;96
259;Køge;2021-12-18;71
260;Halsnæs;2021-12-18;53
265;Roskilde;2021-12-18;195
269;Solrød;2021-12-18;47
270;Gribskov;2021-12-18;90
306;Odsherred;2021-12-18;29
316;Holbæk;2021-12-18;86
320;Faxe;2021-12-18;37
326;Kalundborg;2021-12-18;36
329;Ringsted;2021-12-18;38
330;Slagelse;2021-12-18;81
336;Stevns;2021-12-18;32
340;Sorø;2021-12-18;23
350;Lejre;2021-12-18;76
360;Lolland;2021-12-18;43
370;Næstved;2021-12-18;105
376;Guldborgsund;2021-12-18;50
390;Vordingborg;2021-12-18;57
400;Bornholm;2021-12-18;65
410;Middelfart;2021-12-18;32
420;Assens;2021-12-18;51
430;Faaborg-Midtfyn;2021-12-18;71
440;Kerteminde;2021-12-18;31
450;Nyborg;2021-12-18;37
461;Odense;2021-12-18;294
479;Svendborg;2021-12-18;76
480;Nordfyn;2021-12-18;33
482;Langeland;2021-12-18;18
492;Ærø;2021-12-18;4
510;Haderslev;2021-12-18;59
530;Billund;2021-12-18;41
540;Sønderborg;2021-12-18;71
550;Tønder;2021-12-18;30
561;Esbjerg;2021-12-18;134
563;Fanø;2021-12-18;1
573;Varde;2021-12-18;38
575;Vejen;2021-12-18;30
580;Aabenraa;2021-12-18;35
607;Fredericia;2021-12-18;76
615;Horsens;2021-12-18;145
621;Kolding;2021-12-18;119
630;Vejle;2021-12-18;104
657;Herning;2021-12-18;118
661;Holstebro;2021-12-18;54
665;Lemvig;2021-12-18;23
671;Struer;2021-12-18;15
706;Syddjurs;2021-12-18;37
707;Norddjurs;2021-12-18;38
710;Favrskov;2021-12-18;57
727;Odder;2021-12-18;42
730;Randers;2021-12-18;97
740;Silkeborg;2021-12-18;138
746;Skanderborg;2021-12-18;64
751;Århus;2021-12-18;516
756;Ikast-Brande;2021-12-18;49
760;Ringkøbing-Skjern;2021-12-18;69
766;Hedensted;2021-12-18;48
773;Morsø;2021-12-18;22
779;Skive;2021-12-18;108
787;Thisted;2021-12-18;41
791;Viborg;2021-12-18;258
810;Brønderslev;2021-12-18;45
813;Frederikshavn;2021-12-18;84
820;Vesthimmerland;2021-12-18;52
840;Rebild;2021-12-18;49
846;Mariagerfjord;2021-12-18;53
849;Jammerbugt;2021-12-18;45
851;Aalborg;2021-12-18;237
860;Hjørring;2021-12-18;64
101;København;2021-12-19;2111
147;Frederiksberg;2021-12-19;360
151;Ballerup;2021-12-19;121
153;Brøndby;2021-12-19;64
155;Dragør;2021-12-19;49
157;Gentofte;2021-12-19;212
159;Gladsaxe;2021-12-19;173
161;Glostrup;2021-12-19;56
163;Herlev;2021-12-19;64
165;Albertslund;2021-12-19;47
167;Hvidovre;2021-12-19;149
169;Høje Tåstrup;2021-12-19;122
173;Lyngby-Taarbæk;2021-12-19;155
175;Rødovre;2021-12-19;97
183;Ishøj;2021-12-19;47
185;Tårnby;2021-12-19;137
187;Vallensbæk;2021-12-19;32
190;Furesø;2021-12-19;98
201;Allerød;2021-12-19;83
210;Fredensborg;2021-12-19;91
217;Helsingør;2021-12-19;112
219;Hillerød;2021-12-19;143
223;Hørsholm;2021-12-19;68
230;Rudersdal;2021-12-19;147
240;Egedal;2021-12-19;106
250;Frederikssund;2021-12-19;123
253;Greve;2021-12-19;123
259;Køge;2021-12-19;103
260;Halsnæs;2021-12-19;70
265;Roskilde;2021-12-19;186
269;Solrød;2021-12-19;42
270;Gribskov;2021-12-19;75
306;Odsherred;2021-12-19;20
316;Holbæk;2021-12-19;92
320;Faxe;2021-12-19;29
326;Kalundborg;2021-12-19;64
329;Ringsted;2021-12-19;57
330;Slagelse;2021-12-19;90
336;Stevns;2021-12-19;24
340;Sorø;2021-12-19;37
350;Lejre;2021-12-19;45
360;Lolland;2021-12-19;21
370;Næstved;2021-12-19;101
376;Guldborgsund;2021-12-19;49
390;Vordingborg;2021-12-19;27
400;Bornholm;2021-12-19;55
410;Middelfart;2021-12-19;35
420;Assens;2021-12-19;43
430;Faaborg-Midtfyn;2021-12-19;75
440;Kerteminde;2021-12-19;20
450;Nyborg;2021-12-19;35
461;Odense;2021-12-19;256
479;Svendborg;2021-12-19;104
480;Nordfyn;2021-12-19;38
482;Langeland;2021-12-19;9
492;Ærø;2021-12-19;1
510;Haderslev;2021-12-19;40
530;Billund;2021-12-19;27
540;Sønderborg;2021-12-19;80
550;Tønder;2021-12-19;42
561;Esbjerg;2021-12-19;104
563;Fanø;2021-12-19;2
573;Varde;2021-12-19;55
575;Vejen;2021-12-19;31
580;Aabenraa;2021-12-19;38
607;Fredericia;2021-12-19;68
615;Horsens;2021-12-19;148
621;Kolding;2021-12-19;112
630;Vejle;2021-12-19;108
657;Herning;2021-12-19;111
661;Holstebro;2021-12-19;79
665;Lemvig;2021-12-19;29
671;Struer;2021-12-19;16
706;Syddjurs;2021-12-19;41
707;Norddjurs;2021-12-19;34
710;Favrskov;2021-12-19;56
727;Odder;2021-12-19;67
730;Randers;2021-12-19;113
740;Silkeborg;2021-12-19;218
746;Skanderborg;2021-12-19;86
751;Århus;2021-12-19;452
756;Ikast-Brande;2021-12-19;57
760;Ringkøbing-Skjern;2021-12-19;56
766;Hedensted;2021-12-19;47
773;Morsø;2021-12-19;35
779;Skive;2021-12-19;124
787;Thisted;2021-12-19;45
791;Viborg;2021-12-19;250
810;Brønderslev;2021-12-19;30
813;Frederikshavn;2021-12-19;66
820;Vesthimmerland;2021-12-19;63
825;Læsø;2021-12-19;1
840;Rebild;2021-12-19;42
846;Mariagerfjord;2021-12-19;42
849;Jammerbugt;2021-12-19;42
851;Aalborg;2021-12-19;240
860;Hjørring;2021-12-19;41
101;København;2021-12-20;2759
147;Frederiksberg;2021-12-20;409
151;Ballerup;2021-12-20;128
153;Brøndby;2021-12-20;93
155;Dragør;2021-12-20;58
157;Gentofte;2021-12-20;291
159;Gladsaxe;2021-12-20;210
161;Glostrup;2021-12-20;79
163;Herlev;2021-12-20;79
165;Albertslund;2021-12-20;66
167;Hvidovre;2021-12-20;204
169;Høje Tåstrup;2021-12-20;135
173;Lyngby-Taarbæk;2021-12-20;169
175;Rødovre;2021-12-20;140
183;Ishøj;2021-12-20;53
185;Tårnby;2021-12-20;174
187;Vallensbæk;2021-12-20;58
190;Furesø;2021-12-20;138
201;Allerød;2021-12-20;70
210;Fredensborg;2021-12-20;103
217;Helsingør;2021-12-20;164
219;Hillerød;2021-12-20;188
223;Hørsholm;2021-12-20;93
230;Rudersdal;2021-12-20;157
240;Egedal;2021-12-20;131
250;Frederikssund;2021-12-20;126
253;Greve;2021-12-20;179
259;Køge;2021-12-20;188
260;Halsnæs;2021-12-20;61
265;Roskilde;2021-12-20;297
269;Solrød;2021-12-20;74
270;Gribskov;2021-12-20;111
306;Odsherred;2021-12-20;56
316;Holbæk;2021-12-20;155
320;Faxe;2021-12-20;104
326;Kalundborg;2021-12-20;83
329;Ringsted;2021-12-20;131
330;Slagelse;2021-12-20;164
336;Stevns;2021-12-20;57
340;Sorø;2021-12-20;47
350;Lejre;2021-12-20;78
360;Lolland;2021-12-20;71
370;Næstved;2021-12-20;239
376;Guldborgsund;2021-12-20;83
390;Vordingborg;2021-12-20;95
400;Bornholm;2021-12-20;65
410;Middelfart;2021-12-20;33
420;Assens;2021-12-20;46
430;Faaborg-Midtfyn;2021-12-20;81
440;Kerteminde;2021-12-20;17
450;Nyborg;2021-12-20;60
461;Odense;2021-12-20;322
479;Svendborg;2021-12-20;109
480;Nordfyn;2021-12-20;28
482;Langeland;2021-12-20;28
492;Ærø;2021-12-20;4
510;Haderslev;2021-12-20;72
530;Billund;2021-12-20;45
540;Sønderborg;2021-12-20;107
550;Tønder;2021-12-20;59
561;Esbjerg;2021-12-20;189
563;Fanø;2021-12-20;2
573;Varde;2021-12-20;68
575;Vejen;2021-12-20;79
580;Aabenraa;2021-12-20;60
607;Fredericia;2021-12-20;65
615;Horsens;2021-12-20;151
621;Kolding;2021-12-20;82
630;Vejle;2021-12-20;132
657;Herning;2021-12-20;132
661;Holstebro;2021-12-20;74
665;Lemvig;2021-12-20;25
671;Struer;2021-12-20;23
706;Syddjurs;2021-12-20;25
707;Norddjurs;2021-12-20;42
710;Favrskov;2021-12-20;60
727;Odder;2021-12-20;58
730;Randers;2021-12-20;116
740;Silkeborg;2021-12-20;174
741;Samsø;2021-12-20;6
746;Skanderborg;2021-12-20;99
751;Århus;2021-12-20;539
756;Ikast-Brande;2021-12-20;63
760;Ringkøbing-Skjern;2021-12-20;87
766;Hedensted;2021-12-20;60
773;Morsø;2021-12-20;35
779;Skive;2021-12-20;125
787;Thisted;2021-12-20;53
791;Viborg;2021-12-20;302
810;Brønderslev;2021-12-20;58
813;Frederikshavn;2021-12-20;85
820;Vesthimmerland;2021-12-20;75
840;Rebild;2021-12-20;48
846;Mariagerfjord;2021-12-20;49
849;Jammerbugt;2021-12-20;42
851;Aalborg;2021-12-20;319
860;Hjørring;2021-12-20;62
101;København;2021-12-21;2812
147;Frederiksberg;2021-12-21;485
151;Ballerup;2021-12-21;175
153;Brøndby;2021-12-21;84
155;Dragør;2021-12-21;47
157;Gentofte;2021-12-21;285
159;Gladsaxe;2021-12-21;196
161;Glostrup;2021-12-21;74
163;Herlev;2021-12-21;111
165;Albertslund;2021-12-21;80
167;Hvidovre;2021-12-21;182
169;Høje Tåstrup;2021-12-21;103
173;Lyngby-Taarbæk;2021-12-21;192
175;Rødovre;2021-12-21;142
183;Ishøj;2021-12-21;45
185;Tårnby;2021-12-21;156
187;Vallensbæk;2021-12-21;49
190;Furesø;2021-12-21;147
201;Allerød;2021-12-21;78
210;Fredensborg;2021-12-21;94
217;Helsingør;2021-12-21;176
219;Hillerød;2021-12-21;167
223;Hørsholm;2021-12-21;82
230;Rudersdal;2021-12-21;164
240;Egedal;2021-12-21;162
250;Frederikssund;2021-12-21;96
253;Greve;2021-12-21;138
259;Køge;2021-12-21;166
260;Halsnæs;2021-12-21;50
265;Roskilde;2021-12-21;272
269;Solrød;2021-12-21;72
270;Gribskov;2021-12-21;96
306;Odsherred;2021-12-21;57
316;Holbæk;2021-12-21;139
320;Faxe;2021-12-21;89
326;Kalundborg;2021-12-21;92
329;Ringsted;2021-12-21;90
330;Slagelse;2021-12-21;199
336;Stevns;2021-12-21;57
340;Sorø;2021-12-21;57
350;Lejre;2021-12-21;72
360;Lolland;2021-12-21;50
370;Næstved;2021-12-21;159
376;Guldborgsund;2021-12-21;54
390;Vordingborg;2021-12-21;86
400;Bornholm;2021-12-21;60
410;Middelfart;2021-12-21;29
420;Assens;2021-12-21;27
430;Faaborg-Midtfyn;2021-12-21;85
440;Kerteminde;2021-12-21;30
450;Nyborg;2021-12-21;50
461;Odense;2021-12-21;354
479;Svendborg;2021-12-21;110
480;Nordfyn;2021-12-21;43
482;Langeland;2021-12-21;11
510;Haderslev;2021-12-21;68
530;Billund;2021-12-21;42
540;Sønderborg;2021-12-21;86
550;Tønder;2021-12-21;53
561;Esbjerg;2021-12-21;155
563;Fanø;2021-12-21;4
573;Varde;2021-12-21;69
575;Vejen;2021-12-21;47
580;Aabenraa;2021-12-21;75
607;Fredericia;2021-12-21;60
615;Horsens;2021-12-21;124
621;Kolding;2021-12-21;129
630;Vejle;2021-12-21;142
657;Herning;2021-12-21;120
661;Holstebro;2021-12-21;79
665;Lemvig;2021-12-21;26
671;Struer;2021-12-21;27
706;Syddjurs;2021-12-21;38
707;Norddjurs;2021-12-21;35
710;Favrskov;2021-12-21;47
727;Odder;2021-12-21;49
730;Randers;2021-12-21;129
740;Silkeborg;2021-12-21;212
741;Samsø;2021-12-21;4
746;Skanderborg;2021-12-21;85
751;Århus;2021-12-21;477
756;Ikast-Brande;2021-12-21;86
760;Ringkøbing-Skjern;2021-12-21;55
766;Hedensted;2021-12-21;38
773;Morsø;2021-12-21;41
779;Skive;2021-12-21;152
787;Thisted;2021-12-21;53
791;Viborg;2021-12-21;270
810;Brønderslev;2021-12-21;38
813;Frederikshavn;2021-12-21;74
820;Vesthimmerland;2021-12-21;88
840;Rebild;2021-12-21;50
846;Mariagerfjord;2021-12-21;57
849;Jammerbugt;2021-12-21;43
851;Aalborg;2021-12-21;332
860;Hjørring;2021-12-21;75
101;København;2021-12-22;2516
147;Frederiksberg;2021-12-22;433
151;Ballerup;2021-12-22;147
153;Brøndby;2021-12-22;72
155;Dragør;2021-12-22;50
157;Gentofte;2021-12-22;246
159;Gladsaxe;2021-12-22;202
161;Glostrup;2021-12-22;62
